t,flux
13.99700,1.00000
14.00700,1.00000
14.01701,1.00000
14.02701,1.00000
14.03702,1.00000
14.04702,1.00000
14.05703,1.00000
14.06703,1.00000
14.07704,1.00000
14.08704,1.00000
14.09705,1.00000
14.10705,1.00000
14.11706,1.00000
14.12706,1.00000
14.13707,1.00000
14.14707,1.00000
14.15708,1.00000
14.16708,1.00000
14.17709,1.00000
14.18709,1.00000
14.19710,1.00000
14.20710,1.00000
14.21711,1.00000
14.22711,1.00000
14.23712,1.00000
14.24712,1.00000
14.25713,1.00000
14.26713,1.00000
14.27714,1.00000
14.28714,1.00000
14.29715,1.00000
14.30715,1.00000
14.31716,1.00000
14.32716,1.00000
14.33717,1.00000
14.34717,1.00000
14.35718,1.00000
14.36718,1.00000
14.37719,1.00000
14.38719,1.00000
14.39720,1.00000
14.40720,1.00000
14.41721,1.00000
14.42721,1.00000
14.43722,1.00000
14.44722,1.00000
14.45723,1.00000
14.46723,1.00000
14.47724,1.00000
14.48724,1.00000
14.49725,1.00000
14.50725,1.00000
14.51726,1.00000
14.52726,1.00000
14.53727,1.00000
14.54727,1.00000
14.55728,1.00000
14.56728,1.00000
14.57729,1.00000
14.58729,1.00000
14.59730,1.00000
14.60730,1.00000
14.61731,1.00000
14.62731,1.00000
14.63732,1.00000
14.64732,1.00000
14.65733,1.00000
14.66733,1.00000
14.67734,1.00000
14.68734,1.00000
14.69735,1.00000
14.70735,1.00000
14.71736,1.00000
14.72736,1.00000
14.73737,1.00000
14.74737,1.00000
14.75738,1.00000
14.76738,1.00000
14.77739,1.00000
14.78739,1.00000
14.79740,1.00000
14.80740,1.00000
14.81741,1.00000
14.82741,1.00000
14.83742,1.00000
14.84742,1.00000
14.85743,1.00000
14.86743,1.00000
14.87744,1.00000
14.88744,1.00000
14.89745,1.00000
14.90745,1.00000
14.91746,1.00000
14.92746,1.00000
14.93747,1.00000
14.94747,1.00000
14.95748,1.00000
14.96748,1.00000
14.97749,1.00000
14.98749,1.00000
14.99750,1.00000
15.00750,1.00000
15.01751,1.00000
15.02751,1.00000
15.03752,1.00000
15.04752,1.00000
15.05753,1.00000
15.06753,1.00000
15.07754,1.00000
15.08754,1.00000
15.09755,1.00000
15.10755,1.00000
15.11756,1.00000
15.12756,1.00000
15.13757,1.00000
15.14757,1.00000
15.15758,1.00000
15.16758,1.00000
15.17759,1.00000
15.18759,1.00000
15.19760,1.00000
15.20760,1.00000
15.21761,1.00000
15.22761,1.00000
15.23762,1.00000
15.24762,1.00000
15.25763,1.00000
15.26763,1.00000
15.27764,1.00000
15.28764,1.00000
15.29765,1.00000
15.30765,1.00000
15.31766,1.00000
15.32766,1.00000
15.33767,1.00000
15.34767,1.00000
15.35768,1.00000
15.36768,1.00000
15.37769,1.00000
15.38769,1.00000
15.39770,1.00000
15.40770,1.00000
15.41771,1.00000
15.42771,1.00000
15.43772,1.00000
15.44772,1.00000
15.45773,1.00000
15.46773,1.00000
15.47774,1.00000
15.48774,1.00000
15.49775,1.00000
15.50775,1.00000
15.51776,1.00000
15.52776,1.00000
15.53777,1.00000
15.54777,1.00000
15.55778,1.00000
15.56778,1.00000
15.57779,1.00000
15.58779,1.00000
15.59780,1.00000
15.60780,1.00000
15.61781,1.00000
15.62781,1.00000
15.63782,1.00000
15.64782,1.00000
15.65783,1.00000
15.66783,1.00000
15.67784,1.00000
15.68784,1.00000
15.69785,1.00000
15.70785,1.00000
15.71786,1.00000
15.72786,1.00000
15.73787,1.00000
15.74787,1.00000
15.75788,1.00000
15.76788,1.00000
15.77789,1.00000
15.78789,1.00000
15.79790,1.00000
15.80790,1.00000
15.81791,1.00000
15.82791,1.00000
15.83792,1.00000
15.84792,1.00000
15.85793,1.00000
15.86793,1.00000
15.87794,1.00000
15.88794,1.00000
15.89795,1.00000
15.90795,1.00000
15.91796,1.00000
15.92796,1.00000
15.93797,1.00000
15.94797,1.00000
15.95798,1.00000
15.96798,1.00000
15.97799,1.00000
15.98799,1.00000
15.99800,1.00000
16.00800,1.00000
16.01801,1.00000
16.02801,1.00000
16.03802,1.00000
16.04802,1.00000
16.05803,1.00000
16.06803,1.00000
16.07804,1.00000
16.08804,1.00000
16.09805,1.00000
16.10805,1.00000
16.11806,1.00000
16.12806,1.00000
16.13807,1.00000
16.14807,1.00000
16.15808,1.00000
16.16808,1.00000
16.17809,1.00000
16.18809,1.00000
16.19810,1.00000
16.20810,1.00000
16.21811,1.00000
16.22811,1.00000
16.23812,1.00000
16.24812,1.00000
16.25813,1.00000
16.26813,1.00000
16.27814,1.00000
16.28814,1.00000
16.29815,1.00000
16.30815,1.00000
16.31816,1.00000
16.32816,1.00000
16.33817,1.00000
16.34817,1.00000
16.35818,1.00000
16.36818,1.00000
16.37819,1.00000
16.38819,1.00000
16.39820,1.00000
16.40820,1.00000
16.41821,1.00000
16.42821,1.00000
16.43822,1.00000
16.44822,1.00000
16.45823,1.00000
16.46823,1.00000
16.47824,1.00000
16.48824,1.00000
16.49825,1.00000
16.50825,1.00000
16.51826,1.00000
16.52826,1.00000
16.53827,1.00000
16.54827,1.00000
16.55828,1.00000
16.56828,1.00000
16.57829,1.00000
16.58829,1.00000
16.59830,1.00000
16.60830,1.00000
16.61831,1.00000
16.62831,1.00000
16.63832,1.00000
16.64832,1.00000
16.65833,1.00000
16.66833,1.00000
16.67834,1.00000
16.68834,1.00000
16.69835,1.00000
16.70835,1.00000
16.71836,1.00000
16.72836,1.00000
16.73837,1.00000
16.74837,1.00000
16.75838,1.00000
16.76838,1.00000
16.77839,1.00000
16.78839,1.00000
16.79840,1.00000
16.80840,1.00000
16.81841,1.00000
16.82841,1.00000
16.83842,1.00000
16.84842,1.00000
16.85843,1.00000
16.86843,1.00000
16.87844,1.00000
16.88844,1.00000
16.89845,1.00000
16.90845,1.00000
16.91846,1.00000
16.92846,1.00000
16.93847,1.00000
16.94847,1.00000
16.95848,1.00000
16.96848,1.00000
16.97849,1.00000
16.98849,1.00000
16.99850,1.00000
17.00850,1.00000
17.01851,1.00000
17.02851,1.00000
17.03852,1.00000
17.04852,1.00000
17.05853,1.00000
17.06853,1.00000
17.07854,1.00000
17.08854,1.00000
17.09855,1.00000
17.10855,1.00000
17.11856,1.00000
17.12856,1.00000
17.13857,1.00000
17.14857,1.00000
17.15858,1.00000
17.16858,1.00000
17.17859,1.00000
17.18859,1.00000
17.19860,1.00000
17.20860,1.00000
17.21861,1.00000
17.22861,1.00000
17.23862,1.00000
17.24862,1.00000
17.25863,1.00000
17.26863,1.00000
17.27864,1.00000
17.28864,1.00000
17.29865,1.00000
17.30865,1.00000
17.31866,1.00000
17.32866,1.00000
17.33867,1.00000
17.34867,1.00000
17.35868,1.00000
17.36868,1.00000
17.37869,1.00000
17.38869,1.00000
17.39870,1.00000
17.40870,1.00000
17.41871,1.00000
17.42871,1.00000
17.43872,1.00000
17.44872,1.00000
17.45873,1.00000
17.46873,1.00000
17.47874,1.00000
17.48874,1.00000
17.49875,1.00000
17.50875,1.00000
17.51876,1.00000
17.52876,1.00000
17.53877,1.00000
17.54877,1.00000
17.55878,1.00000
17.56878,1.00000
17.57879,1.00000
17.58879,1.00000
17.59880,1.00000
17.60880,1.00000
17.61881,1.00000
17.62881,1.00000
17.63882,1.00000
17.64882,1.00000
17.65883,1.00000
17.66883,1.00000
17.67884,1.00000
17.68884,1.00000
17.69885,1.00000
17.70885,1.00000
17.71886,1.00000
17.72886,1.00000
17.73887,1.00000
17.74887,1.00000
17.75888,1.00000
17.76888,1.00000
17.77889,1.00000
17.78889,1.00000
17.79890,1.00000
17.80890,1.00000
17.81891,1.00000
17.82891,1.00000
17.83892,1.00000
17.84892,1.00000
17.85893,1.00000
17.86893,1.00000
17.87894,1.00000
17.88894,1.00000
17.89895,1.00000
17.90895,1.00000
17.91896,1.00000
17.92896,1.00000
17.93897,1.00000
17.94897,1.00000
17.95898,1.00000
17.96898,1.00000
17.97899,1.00000
17.98899,1.00000
17.99900,1.00000
18.00900,1.00000
18.01901,1.00000
18.02901,1.00000
18.03902,1.00000
18.04902,1.00000
18.05903,1.00000
18.06903,1.00000
18.07904,1.00000
18.08904,1.00000
18.09905,1.00000
18.10905,1.00000
18.11906,1.00000
18.12906,1.00000
18.13907,1.00000
18.14907,1.00000
18.15908,1.00000
18.16908,1.00000
18.17909,1.00000
18.18909,1.00000
18.19910,1.00000
18.20910,1.00000
18.21911,1.00000
18.22911,1.00000
18.23912,1.00000
18.24912,1.00000
18.25913,1.00000
18.26913,1.00000
18.27914,1.00000
18.28914,1.00000
18.29915,1.00000
18.30915,1.00000
18.31916,1.00000
18.32916,1.00000
18.33917,1.00000
18.34917,1.00000
18.35918,1.00000
18.36918,1.00000
18.37919,1.00000
18.38919,1.00000
18.39920,1.00000
18.40920,1.00000
18.41921,1.00000
18.42921,1.00000
18.43922,1.00000
18.44922,1.00000
18.45923,1.00000
18.46923,1.00000
18.47924,1.00000
18.48924,1.00000
18.49925,1.00000
18.50925,1.00000
18.51926,1.00000
18.52926,1.00000
18.53927,1.00000
18.54927,1.00000
18.55928,1.00000
18.56928,1.00000
18.57929,1.00000
18.58929,1.00000
18.59930,1.00000
18.60930,1.00000
18.61931,1.00000
18.62931,1.00000
18.63932,1.00000
18.64932,1.00000
18.65933,1.00000
18.66933,1.00000
18.67934,1.00000
18.68934,1.00000
18.69935,1.00000
18.70935,1.00000
18.71936,1.00000
18.72936,1.00000
18.73937,1.00000
18.74937,1.00000
18.75938,1.00000
18.76938,1.00000
18.77939,1.00000
18.78939,1.00000
18.79940,1.00000
18.80940,1.00000
18.81941,1.00000
18.82941,1.00000
18.83942,1.00000
18.84942,1.00000
18.85943,1.00000
18.86943,1.00000
18.87944,1.00000
18.88944,1.00000
18.89945,1.00000
18.90945,1.00000
18.91946,1.00000
18.92946,1.00000
18.93947,1.00000
18.94947,1.00000
18.95948,1.00000
18.96948,1.00000
18.97949,1.00000
18.98949,1.00000
18.99950,1.00000
19.00950,1.00000
19.01951,1.00000
19.02951,1.00000
19.03952,1.00000
19.04952,1.00000
19.05953,1.00000
19.06953,1.00000
19.07954,1.00000
19.08954,1.00000
19.09955,1.00000
19.10955,1.00000
19.11956,1.00000
19.12956,1.00000
19.13957,1.00000
19.14957,1.00000
19.15958,1.00000
19.16958,1.00000
19.17959,1.00000
19.18959,1.00000
19.19960,1.00000
19.20960,1.00000
19.21961,1.00000
19.22961,1.00000
19.23962,1.00000
19.24962,1.00000
19.25963,1.00000
19.26963,1.00000
19.27964,1.00000
19.28964,1.00000
19.29965,1.00000
19.30965,1.00000
19.31966,1.00000
19.32966,1.00000
19.33967,1.00000
19.34967,1.00000
19.35968,1.00000
19.36968,1.00000
19.37969,1.00000
19.38969,1.00000
19.39970,0.99327
19.40970,0.99327
19.41971,0.99327
19.42971,0.99327
19.43972,1.00000
19.44972,1.00000
19.45973,1.00000
19.46973,1.00000
19.47974,1.00000
19.48974,1.00000
19.49975,1.00000
19.50975,1.00000
19.51976,1.00000
19.52976,1.00000
19.53977,1.00000
19.54977,1.00000
19.55978,1.00000
19.56978,1.00000
19.57979,1.00000
19.58979,1.00000
19.59980,1.00000
19.60980,1.00000
19.61981,1.00000
19.62981,1.00000
19.63982,1.00000
19.64982,1.00000
19.65983,1.00000
19.66983,1.00000
19.67984,1.00000
19.68984,1.00000
19.69985,1.00000
19.70985,1.00000
19.71986,1.00000
19.72986,1.00000
19.73987,1.00000
19.74987,1.00000
19.75988,1.00000
19.76988,1.00000
19.77989,1.00000
19.78989,1.00000
19.79990,1.00000
19.80990,1.00000
19.81991,1.00000
19.82991,1.00000
19.83992,1.00000
19.84992,1.00000
19.85993,1.00000
19.86993,1.00000
19.87994,1.00000
19.88994,1.00000
19.89995,1.00000
19.90995,1.00000
19.91996,1.00000
19.92996,1.00000
19.93997,1.00000
19.94997,1.00000
19.95998,1.00000
19.96998,1.00000
19.97999,1.00000
19.98999,1.00000
20.00000,1.00000
